Startup_ID,Startup_Name,Sector,City,Founded_Year,Funding_Stage,Total_Funding_USD,Investor,Status,Employees,Annual_Revenue_USD,Survival_Years,Is_Unicorn
IN2427,Startup_2427,HealthTech,Noida,2021,Grant,1990000,Elevation Capital,Closed,4369,0,2,0
IN2428,Startup_2428,EdTech,Hyderabad,2012,Seed,79817000,Government Grant,Merged,4679,0,8,0
IN2429,Startup_2429,HealthTech,Bengaluru,2021,Series A,43243000,Sequoia Capital India,Closed,3925,0,2,0
IN2430,Startup_2430,SaaS,Jaipur,2015,Series B,49726000,Matrix Partners,Closed,3037,0,6,0
IN2431,Startup_2431,FoodTech,Noida,2012,Series A,657000,Nexus Venture,Active,2280,312000,11,0
IN2432,Startup_2432,SaaS,Kolkata,2011,Series A,15758000,Sequoia Capital India,Closed,226,0,3,0
IN2433,Startup_2433,AgriTech,Mumbai,2012,Seed,34565000,Kalaari Capital,Closed,3225,0,6,0
IN2434,Startup_2434,TravelTech,Noida,2016,Series B,15248000,Bootstrapped,Closed,3863,0,1,0
IN2435,Startup_2435,TravelTech,Kolkata,2022,Seed,27466000,Accel Partners,Acquired,2140,0,2,0
IN2436,Startup_2436,TravelTech,Pune,2013,Series C,17905000,SoftBank,Closed,695,0,2,0
IN2437,Startup_2437,E-Commerce,Jaipur,2018,Series D+,22836000,500 Startups,Active,1505,4404000,5,0
IN2438,Startup_2438,LogisticsTech,Delhi NCR,2020,Series A,15070000,Nexus Venture,Active,3749,4062000,3,0
IN2439,Startup_2439,SaaS,Kolkata,2013,Seed,16355000,Blume Ventures,Active,4748,5917000,10,0
IN2440,Startup_2440,LogisticsTech,Jaipur,2023,Pre-Seed,4753000,Bootstrapped,Active,2572,2771000,0,0
IN2441,Startup_2441,HealthTech,Noida,2023,Series C,52556000,Sequoia Capital India,Closed,1255,0,1,0
IN2442,Startup_2442,FoodTech,Ahmedabad,2014,Seed,9538000,Sequoia Capital India,Closed,2476,0,4,0
IN2443,Startup_2443,AgriTech,Bengaluru,2012,Series B,31676000,Kalaari Capital,Closed,386,0,3,0
IN2444,Startup_2444,HealthTech,Jaipur,2019,Series C,30649000,Blume Ventures,Closed,2760,0,2,0
IN2445,Startup_2445,E-Commerce,Hyderabad,2012,Series A,26022000,Tiger Global,Closed,135,0,3,0
IN2446,Startup_2446,AgriTech,Kolkata,2019,Seed,35125000,SoftBank,Closed,181,0,2,0
IN2447,Startup_2447,E-Commerce,Pune,2016,Grant,8085000,Accel Partners,Closed,3506,0,7,0
IN2448,Startup_2448,FoodTech,Chennai,2023,Pre-Seed,2143000,Government Grant,Closed,3920,0,2,0
IN2449,Startup_2449,AgriTech,Hyderabad,2021,Pre-Seed,2571000,SoftBank,Closed,461,0,1,0
IN2450,Startup_2450,HealthTech,Hyderabad,2021,Series C,15605000,Sequoia Capital India,Acquired,1777,0,2,0
IN2451,Startup_2451,HealthTech,Bengaluru,2012,Series C,85205000,Government Grant,Closed,4765,0,1,0
IN2452,Startup_2452,EdTech,Ahmedabad,2021,Series A,53021000,Tiger Global,Merged,2399,0,1,0
IN2453,Startup_2453,AgriTech,Bengaluru,2017,Bootstrapped,1043000,500 Startups,Acquired,4478,0,4,0
IN2454,Startup_2454,EdTech,Ahmedabad,2020,Grant,2098000,Accel Partners,Closed,4923,0,1,0
IN2455,Startup_2455,SaaS,Bengaluru,2016,Series D+,16033000,Y Combinator,Closed,3612,0,2,0
IN2456,Startup_2456,FoodTech,Delhi NCR,2015,Seed,15935000,Sequoia Capital India,Closed,4793,0,6,0
IN2457,Startup_2457,LogisticsTech,Kolkata,2022,Series C,54909000,Angel Network,Closed,1209,0,1,0
IN2458,Startup_2458,FoodTech,Hyderabad,2020,Series B,38506000,Accel Partners,Closed,1528,0,1,0
IN2459,Startup_2459,HealthTech,Mumbai,2011,Pre-Seed,4137000,SAIF Partners,Closed,345,0,4,0
IN2460,Startup_2460,AgriTech,Jaipur,2016,Pre-Seed,3564000,500 Startups,Closed,607,0,4,0
IN2461,Startup_2461,FinTech,Ahmedabad,2014,Pre-Seed,11194000,Elevation Capital,Acquired,1239,0,6,0
IN2462,Startup_2462,EdTech,Noida,2019,Series C,14421000,Kalaari Capital,Closed,898,0,4,0
IN2463,Startup_2463,EdTech,Delhi NCR,2012,Series A,75639000,Angel Network,Acquired,2087,0,4,0
IN2464,Startup_2464,E-Commerce,Jaipur,2017,Series A,39935000,Nexus Venture,Closed,1227,0,2,0
IN2465,Startup_2465,EdTech,Kolkata,2012,Bootstrapped,5487000,Nexus Venture,Closed,4844,0,11,0
IN2466,Startup_2466,LogisticsTech,Hyderabad,2013,Pre-Seed,4902000,SoftBank,Closed,2376,0,5,0
IN2467,Startup_2467,SaaS,Ahmedabad,2023,Pre-Seed,5887000,Blume Ventures,Closed,4168,0,2,0
IN2468,Startup_2468,FinTech,Pune,2017,Pre-Seed,173000,Kalaari Capital,Acquired,3094,0,5,0
IN2469,Startup_2469,AgriTech,Mumbai,2019,Series D+,27307000,Blume Ventures,Closed,2110,0,2,0
IN2470,Startup_2470,LogisticsTech,Kolkata,2020,Series B,52683000,Angel Network,Closed,2595,0,2,0
IN2471,Startup_2471,E-Commerce,Pune,2012,Grant,5237000,Government Grant,Acquired,1398,0,3,0
IN2472,Startup_2472,AgriTech,Noida,2012,Pre-Seed,3544000,Kalaari Capital,Closed,4448,0,2,0
IN2473,Startup_2473,HealthTech,Noida,2012,Pre-Seed,5167000,500 Startups,Closed,1293,0,3,0
IN2474,Startup_2474,HRTech,Pune,2011,Seed,30278000,500 Startups,Closed,3364,0,4,0
IN2475,Startup_2475,FinTech,Delhi NCR,2019,Series D+,79948000,Elevation Capital,Closed,3297,0,2,0
IN2476,Startup_2476,LogisticsTech,Hyderabad,2017,Series A,10507000,Elevation Capital,Closed,2432,0,6,0
IN2477,Startup_2477,HealthTech,Bengaluru,2016,Bootstrapped,5979000,Elevation Capital,Active,4215,420000,7,0
IN2478,Startup_2478,TravelTech,Chennai,2011,Series B,4903000,Bootstrapped,Closed,4411,0,1,0
IN2479,Startup_2479,FinTech,Pune,2019,Series B,19266000,Y Combinator,Closed,687,0,2,0
IN2480,Startup_2480,HealthTech,Mumbai,2023,Series A,33679000,Nexus Venture,Closed,4191,0,1,0
IN2481,Startup_2481,AgriTech,Jaipur,2012,Bootstrapped,2148000,Matrix Partners,Closed,2442,0,1,0
IN2482,Startup_2482,EdTech,Noida,2011,Series D+,43071000,Matrix Partners,Closed,2535,0,5,0
IN2483,Startup_2483,HealthTech,Bengaluru,2010,Bootstrapped,8355000,500 Startups,Closed,4080,0,8,0
IN2484,Startup_2484,TravelTech,Ahmedabad,2013,Series D+,34940000,Matrix Partners,Closed,3292,0,5,0
IN2485,Startup_2485,LogisticsTech,Pune,2022,Seed,43508000,SoftBank,Closed,2428,0,1,0
IN2486,Startup_2486,EdTech,Noida,2012,Bootstrapped,1449000,SoftBank,Acquired,1501,0,1,0
IN2487,Startup_2487,SaaS,Mumbai,2010,Series C,17818000,SoftBank,Closed,925,0,5,0
IN2488,Startup_2488,FoodTech,Jaipur,2019,Seed,43156000,Blume Ventures,Active,1258,28873000,4,0
IN2489,Startup_2489,LogisticsTech,Noida,2019,Series C,31705000,Bootstrapped,Closed,1319,0,2,0
IN2490,Startup_2490,EdTech,Jaipur,2010,Pre-Seed,3467000,Matrix Partners,Closed,173,0,12,0
IN2491,Startup_2491,HealthTech,Bengaluru,2010,Pre-Seed,1794000,Tiger Global,Closed,4419,0,6,0
IN2492,Startup_2492,E-Commerce,Jaipur,2016,Series B,822000,Bootstrapped,Acquired,382,0,3,0
IN2493,Startup_2493,HealthTech,Pune,2013,Series B,471000,Kalaari Capital,Closed,4533,0,3,0
IN2494,Startup_2494,LogisticsTech,Noida,2012,Pre-Seed,2401000,Angel Network,Active,3542,415000,11,0
IN2495,Startup_2495,FoodTech,Kolkata,2013,Series B,27857000,500 Startups,Closed,1696,0,9,0
IN2496,Startup_2496,HRTech,Kolkata,2020,Series B,16979000,500 Startups,Closed,684,0,3,0
IN2497,Startup_2497,AgriTech,Mumbai,2020,Bootstrapped,1825000,SoftBank,Closed,3557,0,3,0
IN2498,Startup_2498,SaaS,Mumbai,2010,Seed,46518000,Government Grant,Closed,1286,0,4,0
IN2499,Startup_2499,E-Commerce,Noida,2012,Seed,93467000,Angel Network,Closed,1835,0,6,0
IN2500,Startup_2500,HealthTech,Ahmedabad,2021,Seed,29485000,Government Grant,Closed,164,0,2,0
IN2501,Startup_2501,FoodTech,Ahmedabad,2016,Seed,21211000,Bootstrapped,Closed,3034,0,7,0
IN2502,Startup_2502,HRTech,Delhi NCR,2010,Seed,28481000,SoftBank,Acquired,616,0,10,0
IN2503,Startup_2503,HealthTech,Ahmedabad,2019,Grant,1078000,500 Startups,Merged,4123,0,1,0
IN2504,Startup_2504,AgriTech,Noida,2016,Series B,12026000,Bootstrapped,Closed,4077,0,2,0
IN2505,Startup_2505,FinTech,Delhi NCR,2021,Bootstrapped,8366000,Y Combinator,Closed,3272,0,2,0
IN2506,Startup_2506,HealthTech,Noida,2023,Series D+,8750000,Kalaari Capital,Closed,3673,0,1,0
IN2507,Startup_2507,SaaS,Noida,2018,Series A,15763000,Nexus Venture,Closed,3566,0,1,0
IN2508,Startup_2508,FoodTech,Pune,2012,Pre-Seed,3143000,Tiger Global,Closed,3377,0,7,0
IN2509,Startup_2509,HRTech,Pune,2011,Grant,1393000,Sequoia Capital India,Closed,4609,0,1,0
IN2510,Startup_2510,TravelTech,Noida,2017,Series C,22462000,SAIF Partners,Closed,2885,0,6,0
IN2511,Startup_2511,HRTech,Noida,2014,Bootstrapped,3338000,SoftBank,Closed,4984,0,9,0
IN2512,Startup_2512,SaaS,Mumbai,2016,Grant,5875000,SAIF Partners,Closed,2814,0,2,0
IN2513,Startup_2513,LogisticsTech,Noida,2018,Seed,17719000,Elevation Capital,Merged,4374,0,1,0
IN2514,Startup_2514,SaaS,Pune,2015,Pre-Seed,1179000,Bootstrapped,Closed,4218,0,7,0
IN2515,Startup_2515,FinTech,Chennai,2012,Seed,118397000,Tiger Global,Acquired,3266,0,3,0
IN2516,Startup_2516,FoodTech,Bengaluru,2016,Bootstrapped,3015000,Sequoia Capital India,Closed,150,0,7,0
IN2517,Startup_2517,TravelTech,Delhi NCR,2014,Series C,4786000,SoftBank,Closed,6,0,9,0
IN2518,Startup_2518,TravelTech,Noida,2018,Series B,36222000,Kalaari Capital,Acquired,3954,0,3,0
IN2519,Startup_2519,TravelTech,Jaipur,2013,Grant,3847000,Accel Partners,Closed,4534,0,6,0
IN2520,Startup_2520,LogisticsTech,Hyderabad,2010,Series A,26935000,Kalaari Capital,Acquired,106,0,1,0
IN2521,Startup_2521,FinTech,Hyderabad,2010,Series D+,91293000,Matrix Partners,Closed,836,0,10,0
IN2522,Startup_2522,HRTech,Chennai,2020,Series B,33892000,Kalaari Capital,Active,3175,9137000,3,0
IN2523,Startup_2523,TravelTech,Pune,2022,Series B,44046000,Bootstrapped,Acquired,2412,0,2,0
IN2524,Startup_2524,FoodTech,Noida,2010,Grant,4563000,Bootstrapped,Acquired,971,0,9,0
IN2525,Startup_2525,FoodTech,Delhi NCR,2016,Pre-Seed,3161000,SoftBank,Active,3505,1041000,7,0
IN2526,Startup_2526,EdTech,Bengaluru,2013,Series C,24381000,Nexus Venture,Acquired,1079,0,10,0
IN2527,Startup_2527,HRTech,Bengaluru,2016,Grant,1207000,Matrix Partners,Closed,4578,0,4,0
IN2528,Startup_2528,AgriTech,Delhi NCR,2014,Pre-Seed,3152000,Tiger Global,Closed,959,0,6,0
IN2529,Startup_2529,AgriTech,Noida,2019,Bootstrapped,556000,500 Startups,Acquired,3487,0,2,0
IN2530,Startup_2530,HealthTech,Delhi NCR,2011,Pre-Seed,1963000,Bootstrapped,Closed,2417,0,8,0
IN2531,Startup_2531,FinTech,Pune,2017,Series C,46961000,SAIF Partners,Closed,2365,0,6,0
IN2532,Startup_2532,AgriTech,Chennai,2019,Series B,13118000,Accel Partners,Closed,1900,0,2,0
IN2533,Startup_2533,AgriTech,Bengaluru,2017,Seed,11570000,Angel Network,Merged,2850,0,2,0
IN2534,Startup_2534,EdTech,Delhi NCR,2021,Pre-Seed,2008000,Tiger Global,Active,1516,1526000,2,0
IN2535,Startup_2535,EdTech,Ahmedabad,2013,Series A,37172000,Tiger Global,Closed,3488,0,5,0
IN2536,Startup_2536,TravelTech,Jaipur,2021,Series B,25050000,Angel Network,Closed,2633,0,2,0
IN2537,Startup_2537,HealthTech,Delhi NCR,2019,Series C,75800000,Tiger Global,Closed,2563,0,1,0
IN2538,Startup_2538,LogisticsTech,Mumbai,2018,Series D+,36974000,Blume Ventures,Closed,547,0,1,0
IN2539,Startup_2539,AgriTech,Bengaluru,2018,Pre-Seed,2401000,Nexus Venture,Closed,3673,0,4,0
IN2540,Startup_2540,SaaS,Pune,2017,Series B,44758000,Kalaari Capital,Closed,1158,0,3,0
IN2541,Startup_2541,FoodTech,Jaipur,2021,Series C,39505000,Blume Ventures,Active,977,12535000,2,0
IN2542,Startup_2542,SaaS,Noida,2017,Series B,59341000,Elevation Capital,Closed,1666,0,1,0
IN2543,Startup_2543,AgriTech,Hyderabad,2017,Pre-Seed,508000,SoftBank,Closed,3453,0,1,0
IN2544,Startup_2544,EdTech,Hyderabad,2013,Series A,3187000,Blume Ventures,Closed,4147,0,9,0
IN2545,Startup_2545,HealthTech,Jaipur,2011,Series D+,43349000,Blume Ventures,Closed,1610,0,1,0
IN2546,Startup_2546,SaaS,Jaipur,2016,Series A,4522000,Tiger Global,Closed,1003,0,4,0
IN2547,Startup_2547,SaaS,Kolkata,2015,Series B,51066000,Blume Ventures,Acquired,4195,0,1,0
IN2548,Startup_2548,EdTech,Jaipur,2019,Seed,54908000,SoftBank,Closed,2398,0,3,0
IN2549,Startup_2549,LogisticsTech,Ahmedabad,2011,Grant,2286000,Tiger Global,Closed,4855,0,7,0
IN2550,Startup_2550,HRTech,Mumbai,2014,Series B,13922000,Elevation Capital,Closed,4954,0,5,0
IN2551,Startup_2551,LogisticsTech,Kolkata,2014,Series D+,35335000,Elevation Capital,Active,239,20039000,9,0
IN2552,Startup_2552,EdTech,Bengaluru,2018,Series D+,46280000,SAIF Partners,Closed,1918,0,3,0
IN2553,Startup_2553,HealthTech,Mumbai,2021,Seed,37041000,SAIF Partners,Closed,2381,0,2,0
IN2554,Startup_2554,HealthTech,Pune,2016,Series C,46460000,SAIF Partners,Closed,2439,0,5,0
IN2555,Startup_2555,HRTech,Ahmedabad,2019,Series D+,19680000,500 Startups,Closed,3040,0,4,0
IN2556,Startup_2556,AgriTech,Noida,2015,Series A,29702000,Y Combinator,Merged,4854,0,1,0
IN2557,Startup_2557,HealthTech,Delhi NCR,2011,Grant,4181000,SAIF Partners,Closed,4992,0,11,0
IN2558,Startup_2558,EdTech,Delhi NCR,2014,Series B,72603000,Blume Ventures,Closed,673,0,8,0
IN2559,Startup_2559,FinTech,Chennai,2022,Series C,31892000,Kalaari Capital,Acquired,812,0,2,0
IN2560,Startup_2560,E-Commerce,Kolkata,2017,Series A,43278000,SAIF Partners,Closed,860,0,1,0
IN2561,Startup_2561,HealthTech,Hyderabad,2020,Pre-Seed,4540000,Government Grant,Closed,3560,0,3,0
IN2562,Startup_2562,EdTech,Mumbai,2019,Series B,78870000,Y Combinator,Closed,4415,0,1,0
IN2563,Startup_2563,SaaS,Chennai,2019,Pre-Seed,173000,Government Grant,Acquired,4694,0,2,0
IN2564,Startup_2564,EdTech,Ahmedabad,2017,Pre-Seed,1200000,Y Combinator,Closed,3485,0,4,0
IN2565,Startup_2565,HRTech,Hyderabad,2013,Series D+,29034000,Kalaari Capital,Active,4135,13177000,10,0
IN2566,Startup_2566,FinTech,Ahmedabad,2021,Pre-Seed,8044000,SoftBank,Closed,1038,0,2,0
IN2567,Startup_2567,FinTech,Mumbai,2011,Series B,10039000,SoftBank,Closed,4365,0,3,0
IN2568,Startup_2568,HRTech,Ahmedabad,2014,Series A,11099000,Accel Partners,Closed,1995,0,7,0
IN2569,Startup_2569,FinTech,Noida,2010,Series D+,95813000,Y Combinator,Acquired,4116,0,12,0
IN2570,Startup_2570,EdTech,Bengaluru,2014,Series D+,11023000,SoftBank,Active,3778,2259000,9,0
IN2571,Startup_2571,EdTech,Chennai,2021,Grant,6065000,Tiger Global,Closed,3605,0,1,0
IN2572,Startup_2572,E-Commerce,Chennai,2018,Bootstrapped,2330000,SoftBank,Closed,496,0,1,0
IN2573,Startup_2573,AgriTech,Jaipur,2015,Bootstrapped,2535000,Nexus Venture,Active,3691,1392000,8,0
IN2574,Startup_2574,EdTech,Chennai,2023,Bootstrapped,1930000,Blume Ventures,Acquired,4655,0,1,0
IN2575,Startup_2575,AgriTech,Chennai,2022,Seed,11678000,Matrix Partners,Active,350,6365000,1,0
IN2576,Startup_2576,TravelTech,Hyderabad,2017,Grant,136000,Tiger Global,Closed,4464,0,5,0
IN2577,Startup_2577,LogisticsTech,Kolkata,2016,Pre-Seed,1511000,Tiger Global,Closed,4271,0,1,0
IN2578,Startup_2578,LogisticsTech,Pune,2014,Seed,41041000,Accel Partners,Acquired,288,0,2,0
IN2579,Startup_2579,HRTech,Ahmedabad,2015,Series B,30540000,Bootstrapped,Closed,2456,0,7,0
IN2580,Startup_2580,SaaS,Bengaluru,2015,Seed,46899000,SAIF Partners,Active,12,7106000,8,0
IN2581,Startup_2581,E-Commerce,Bengaluru,2014,Series A,23255000,Tiger Global,Closed,4172,0,2,0
IN2582,Startup_2582,SaaS,Pune,2020,Series C,37091000,Elevation Capital,Closed,1885,0,3,0
IN2583,Startup_2583,AgriTech,Hyderabad,2010,Bootstrapped,189000,Blume Ventures,Closed,3296,0,5,0
IN2584,Startup_2584,HRTech,Bengaluru,2019,Series A,18827000,Y Combinator,Closed,2281,0,4,0
IN2585,Startup_2585,SaaS,Chennai,2022,Series D+,49528000,Y Combinator,Active,2694,22447000,1,0
IN2586,Startup_2586,FoodTech,Delhi NCR,2023,Grant,1340000,SoftBank,Closed,176,0,2,0
IN2587,Startup_2587,TravelTech,Jaipur,2011,Seed,37778000,Y Combinator,Closed,2221,0,12,0
IN2588,Startup_2588,FinTech,Hyderabad,2014,Series B,91321000,500 Startups,Closed,534,0,9,0
IN2589,Startup_2589,FoodTech,Hyderabad,2018,Grant,3741000,SAIF Partners,Closed,1824,0,2,0
IN2590,Startup_2590,E-Commerce,Kolkata,2014,Grant,9130000,Accel Partners,Closed,1907,0,1,0
IN2591,Startup_2591,HRTech,Bengaluru,2019,Seed,12284000,SAIF Partners,Merged,3435,0,1,0
IN2592,Startup_2592,HealthTech,Jaipur,2012,Bootstrapped,2403000,Tiger Global,Closed,325,0,5,0
IN2593,Startup_2593,EdTech,Delhi NCR,2023,Series B,48975000,Angel Network,Acquired,2919,0,2,0
IN2594,Startup_2594,FoodTech,Delhi NCR,2010,Series C,3454000,Sequoia Capital India,Closed,4054,0,12,0
IN2595,Startup_2595,HRTech,Pune,2011,Series B,13056000,Government Grant,Closed,1969,0,9,0
IN2596,Startup_2596,EdTech,Bengaluru,2019,Grant,2490000,Bootstrapped,Closed,1185,0,2,0
IN2597,Startup_2597,SaaS,Jaipur,2017,Pre-Seed,5152000,Blume Ventures,Closed,1239,0,6,0
IN2598,Startup_2598,LogisticsTech,Pune,2023,Bootstrapped,1081000,Accel Partners,Closed,4065,0,2,0
IN2599,Startup_2599,HealthTech,Delhi NCR,2014,Pre-Seed,8014000,Bootstrapped,Closed,1754,0,3,0
IN2600,Startup_2600,LogisticsTech,Mumbai,2011,Pre-Seed,1847000,SAIF Partners,Active,3537,230000,12,0
IN2601,Startup_2601,LogisticsTech,Hyderabad,2010,Grant,3286000,Blume Ventures,Active,1393,303000,13,0
IN2602,Startup_2602,HealthTech,Bengaluru,2010,Series D+,21509000,500 Startups,Closed,3394,0,12,0
IN2603,Startup_2603,HealthTech,Mumbai,2019,Series D+,86272000,Elevation Capital,Closed,257,0,1,0
IN2604,Startup_2604,AgriTech,Ahmedabad,2017,Series D+,3922000,SoftBank,Active,1120,1177000,6,0
IN2605,Startup_2605,HRTech,Bengaluru,2010,Grant,1621000,SoftBank,Closed,285,0,11,0
IN2606,Startup_2606,FoodTech,Delhi NCR,2012,Seed,27096000,Matrix Partners,Active,4641,2193000,11,0
IN2607,Startup_2607,TravelTech,Ahmedabad,2011,Bootstrapped,844000,Sequoia Capital India,Closed,2081,0,6,0
IN2608,Startup_2608,SaaS,Kolkata,2022,Seed,7901000,Tiger Global,Merged,4484,0,1,0
IN2609,Startup_2609,FoodTech,Bengaluru,2017,Series C,20442000,Tiger Global,Closed,1849,0,3,0
IN2610,Startup_2610,SaaS,Delhi NCR,2012,Series D+,45409000,Sequoia Capital India,Closed,1182,0,6,0
IN2611,Startup_2611,HealthTech,Hyderabad,2019,Series C,13030000,Angel Network,Closed,141,0,3,0
IN2612,Startup_2612,SaaS,Ahmedabad,2022,Grant,2640000,Sequoia Capital India,Acquired,1707,0,1,0
IN2613,Startup_2613,LogisticsTech,Chennai,2015,Seed,8007000,Matrix Partners,Closed,648,0,8,0
IN2614,Startup_2614,HRTech,Pune,2021,Pre-Seed,2373000,Nexus Venture,Merged,2827,0,2,0
IN2615,Startup_2615,HRTech,Jaipur,2015,Seed,4686000,Accel Partners,Closed,4712,0,2,0
IN2616,Startup_2616,AgriTech,Jaipur,2019,Seed,17252000,500 Startups,Closed,3316,0,3,0
IN2617,Startup_2617,HRTech,Jaipur,2016,Series C,15036000,500 Startups,Closed,4210,0,6,0
IN2618,Startup_2618,LogisticsTech,Delhi NCR,2013,Grant,372000,Sequoia Capital India,Closed,4099,0,9,0
IN2619,Startup_2619,SaaS,Pune,2017,Series C,52482000,Blume Ventures,Active,4568,41058000,6,0
IN2620,Startup_2620,HRTech,Mumbai,2019,Pre-Seed,2173000,Elevation Capital,Closed,1072,0,1,0
IN2621,Startup_2621,LogisticsTech,Pune,2010,Pre-Seed,4427000,Government Grant,Closed,4336,0,13,0
IN2622,Startup_2622,E-Commerce,Kolkata,2019,Series A,86482000,SoftBank,Acquired,2284,0,3,0
IN2623,Startup_2623,TravelTech,Kolkata,2014,Grant,185000,Tiger Global,Merged,962,0,4,0
IN2624,Startup_2624,HRTech,Jaipur,2016,Series D+,6643000,Angel Network,Closed,81,0,2,0
IN2625,Startup_2625,EdTech,Delhi NCR,2013,Grant,5946000,Y Combinator,Closed,121,0,6,0
IN2626,Startup_2626,AgriTech,Bengaluru,2013,Series B,923000,SAIF Partners,Active,4253,307000,10,0
IN2627,Startup_2627,SaaS,Kolkata,2017,Series B,42911000,Sequoia Capital India,Closed,4230,0,5,0
IN2628,Startup_2628,HRTech,Noida,2011,Seed,14276000,Sequoia Capital India,Closed,191,0,10,0
IN2629,Startup_2629,EdTech,Kolkata,2019,Series A,11281000,Blume Ventures,Acquired,1653,0,4,0
IN2630,Startup_2630,HRTech,Jaipur,2022,Grant,2166000,Matrix Partners,Closed,74,0,2,0
IN2631,Startup_2631,SaaS,Jaipur,2023,Seed,60682000,SAIF Partners,Merged,3485,0,2,0
IN2632,Startup_2632,SaaS,Kolkata,2013,Pre-Seed,6451000,Y Combinator,Active,4831,2814000,10,0
IN2633,Startup_2633,E-Commerce,Hyderabad,2016,Seed,79642000,SoftBank,Acquired,3652,0,1,0
IN2634,Startup_2634,EdTech,Jaipur,2011,Series D+,48409000,Bootstrapped,Active,3027,27628000,12,0
IN2635,Startup_2635,AgriTech,Jaipur,2012,Series C,825000,Bootstrapped,Closed,2130,0,11,0
IN2636,Startup_2636,FinTech,Mumbai,2015,Series B,29081000,Matrix Partners,Closed,3369,0,1,0
IN2637,Startup_2637,FoodTech,Chennai,2016,Series C,44545000,Nexus Venture,Closed,3315,0,4,0
IN2638,Startup_2638,FoodTech,Delhi NCR,2021,Pre-Seed,2759000,Nexus Venture,Active,133,1814000,2,0
IN2639,Startup_2639,TravelTech,Mumbai,2021,Series A,29403000,SAIF Partners,Acquired,3661,0,2,0
IN2640,Startup_2640,FinTech,Delhi NCR,2016,Series A,41925000,500 Startups,Active,575,17720000,7,0
IN2641,Startup_2641,AgriTech,Delhi NCR,2017,Series B,14405000,SoftBank,Closed,3373,0,3,0
IN2642,Startup_2642,HealthTech,Hyderabad,2015,Grant,2673000,Tiger Global,Active,777,2123000,8,0
IN2643,Startup_2643,TravelTech,Delhi NCR,2018,Series D+,5317000,Matrix Partners,Active,570,2772000,5,0
IN2644,Startup_2644,AgriTech,Chennai,2019,Pre-Seed,3466000,Matrix Partners,Closed,939,0,1,0
IN2645,Startup_2645,FinTech,Ahmedabad,2019,Series A,32108000,Matrix Partners,Closed,194,0,1,0
IN2646,Startup_2646,EdTech,Delhi NCR,2018,Series B,36771000,Sequoia Capital India,Closed,737,0,2,0
IN2647,Startup_2647,E-Commerce,Delhi NCR,2019,Bootstrapped,1022000,Sequoia Capital India,Active,2168,777000,4,0
IN2648,Startup_2648,AgriTech,Bengaluru,2017,Bootstrapped,1307000,Y Combinator,Closed,2120,0,3,0
IN2649,Startup_2649,LogisticsTech,Bengaluru,2014,Series A,58712000,Matrix Partners,Acquired,1794,0,5,0
IN2650,Startup_2650,LogisticsTech,Bengaluru,2011,Seed,609000,Blume Ventures,Closed,1681,0,12,0
IN2651,Startup_2651,SaaS,Ahmedabad,2023,Series A,24578000,Matrix Partners,Closed,682,0,2,0
IN2652,Startup_2652,LogisticsTech,Jaipur,2012,Series A,45460000,Angel Network,Merged,1035,0,8,0
IN2653,Startup_2653,HealthTech,Kolkata,2017,Pre-Seed,7630000,Angel Network,Closed,3175,0,3,0
IN2654,Startup_2654,LogisticsTech,Delhi NCR,2023,Series A,4780000,500 Startups,Closed,3622,0,2,0
IN2655,Startup_2655,TravelTech,Ahmedabad,2018,Series C,13276000,Blume Ventures,Closed,661,0,2,0
IN2656,Startup_2656,HRTech,Bengaluru,2020,Series B,1374000,500 Startups,Closed,893,0,3,0
IN2657,Startup_2657,SaaS,Jaipur,2019,Grant,6815000,Tiger Global,Merged,1929,0,3,0
IN2658,Startup_2658,SaaS,Hyderabad,2014,Pre-Seed,2944000,Angel Network,Closed,3101,0,9,0
IN2659,Startup_2659,HealthTech,Mumbai,2012,Seed,57457000,Y Combinator,Closed,2072,0,10,0
IN2660,Startup_2660,AgriTech,Delhi NCR,2015,Series C,6965000,Matrix Partners,Closed,2266,0,5,0
IN2661,Startup_2661,EdTech,Mumbai,2011,Grant,4383000,Accel Partners,Closed,4353,0,3,0
IN2662,Startup_2662,FoodTech,Hyderabad,2010,Bootstrapped,1138000,Bootstrapped,Closed,4808,0,13,0
IN2663,Startup_2663,SaaS,Jaipur,2023,Series A,37047000,Nexus Venture,Closed,4808,0,2,0
IN2664,Startup_2664,TravelTech,Bengaluru,2016,Bootstrapped,3486000,Kalaari Capital,Closed,807,0,7,0
IN2665,Startup_2665,EdTech,Bengaluru,2012,Seed,70277000,Nexus Venture,Closed,1608,0,11,0
IN2666,Startup_2666,SaaS,Mumbai,2022,Series A,2197000,Angel Network,Closed,3290,0,1,0
IN2667,Startup_2667,SaaS,Noida,2021,Bootstrapped,6623000,Blume Ventures,Active,1167,830000,2,0
IN2668,Startup_2668,TravelTech,Kolkata,2010,Pre-Seed,290000,Angel Network,Closed,1653,0,2,0
IN2669,Startup_2669,HRTech,Ahmedabad,2018,Pre-Seed,2828000,Sequoia Capital India,Active,110,587000,5,0
IN2670,Startup_2670,FoodTech,Mumbai,2013,Seed,24895000,Accel Partners,Closed,4832,0,8,0
IN2671,Startup_2671,TravelTech,Kolkata,2010,Seed,34119000,500 Startups,Acquired,1276,0,13,0
IN2672,Startup_2672,AgriTech,Noida,2022,Pre-Seed,1041000,Elevation Capital,Closed,2335,0,2,0
